,IMO_Number,DWT
15979,9479008,55657
15980,9479034,55580
15981,9479905,180274
15982,9480227,73800
15983,9480526,178064
15984,9481427,79474
15985,9481453,79454
15986,9482122,58772
15987,9482213,55646
15988,9482677,180406
15989,9482847,76547
15990,9482859,75618
15991,9482873,75618
15992,9483126,3666
15993,9483205,55783
15994,9483255,55783
15995,9483827,80370
15996,9484089,109670
15997,9484209,9775
15998,9484716,319285
15999,9484742,319302
16000,9484936,122961
16001,9485758,8040
16002,9485887,34394
16003,9486025,56894
16004,9486087,101279
16005,9486116,58430
16006,9486506,317960
16007,9486520,318227
16008,9486544,296951
16009,9487067,31785
16010,9487172,109804
16011,9487407,56907
16012,9487471,49995
16013,9487653,57016
16014,9489170,34444
16015,9489302,179166
16016,9490258,119406
16017,9490595,176768
16018,9490727,58000
16019,9490753,58018
16020,9490791,58000
16021,9490818,58018
16022,9490856,57970
16023,9490868,58018
16024,9491173,79105
16025,9491240,56840
16026,9491252,56380
16027,9491604,11837
16028,9491666,37000
16029,9492517,75015
16030,9492696,58430
16031,9492907,57893
16032,9493028,177897
16033,9493494,32500
16034,9493585,176000
16035,9493640,75599
16036,9493664,56803
16037,9493767,149996
16038,9494060,58105
16039,9494400,79158
16040,9495363,37155
16041,9495583,25010
16042,9495923,62942
16043,9496939,33843
16044,9497335,79508
16045,9497361,175835
16046,9498315,34604
16047,9498717,92974
16048,9498729,93076
16049,9498834,93246
16050,9500297,75700
16051,9500637,180661
16052,9500716,319439
16053,9500728,319439
16054,9500754,180643
16055,9500819,56801
16056,9500986,179263
16057,9502831,35248
16058,9503732,140973
16059,9503990,58680
16060,9506382,34116
16061,9506459,9500
16062,9506514,33477
16063,9506693,51063
16064,9507881,178978
16065,9508718,28344
16066,9509023,149998
16067,9509528,55804
16068,9509671,33299
16069,9509748,175366
16070,9509970,10662
16071,9510694,84091
16072,9511416,177979
16073,9511428,87378
16074,9511820,53430
16075,9512056,119277
16076,9512290,82179
16077,9512355,82265
16078,9512434,8072
16079,9512941,74916
16080,9513919,55446
16081,9514353,56119
16082,9514418,56106
16083,9514559,297376
16084,9514561,297491
16085,9515096,61616
16086,9515199,50477
16087,9515228,73296
16088,9515981,9011
16089,9516129,86269
16090,9516428,156618
16091,9516430,156549
16092,9516454,156610
16093,9518103,82149
16094,9518191,81955
16095,9519004,57070
16096,9519016,57114
16097,9519341,56855
16098,9520675,58105
16099,9520778,82174
16100,9520883,98681
16101,9521552,18697
16102,9521588,6519
16103,9521851,17083
16104,9522180,297228
16105,9522697,180157
16106,9523263,82167
16107,9524023,56174
16108,9524695,55415
16109,9524982,104588
16110,9525388,61614
16111,9525613,84108
16112,9525625,84094
16113,9525924,145237
16114,9526928,106043
16115,9527049,99792
16116,9527271,76619
16117,9527764,9438
16118,9527958,38477
16119,9528562,81712
16120,9528653,179688
16121,9530319,33324
16122,9530682,57802
16123,9531454,93062
16124,9531480,157648
16125,9532812,8273
16126,9533440,60835
16127,9534999,93145
16128,9535307,25985
16129,9536791,174802
16130,9536818,21286
16131,9537563,114688
16132,9537630,79607
16133,9537757,314000
16134,9537848,178733
16135,9537898,93077
16136,9538402,178055
16137,9538751,176330
16138,9538945,53477
16139,9539248,83366
16140,9539286,117378
16141,9539468,33664
16142,9540819,49962
16143,9541306,50825
16144,9543550,49999
16145,9544073,82165
16146,9544695,76596
16147,9544700,76595
16148,9544712,76529
16149,9545728,56726
16150,9546174,33478
16151,9546203,33912
16152,9546904,176000
16153,9546980,176820
16154,9548201,92932
16155,9548225,92903
16156,9550149,28339
16157,9550345,21446
16158,9550436,28328
16159,9550694,73410
16160,9551375,28331
16161,9552343,58722
16162,9552408,182674
16163,9552800,45650
16164,9552824,83369
16165,9552989,60830
16166,9553012,33633
16167,9553206,79329
16168,9555149,56543
16169,9555292,47981
16170,9556181,74996
16171,9557056,61654
16172,9557123,58020
16173,9557238,32449
16174,9557783,9500
16175,9557795,9500
16176,9557800,9095
16177,9559688,32597
16178,9561344,32081
16179,9561382,48064
16180,9561497,61614
16181,9561813,35009
16182,9562037,93079
16183,9564279,180242
16184,9564671,74905
16185,9565053,56118
16186,9565625,19801
16187,9566150,26060
16188,9566605,62967
16189,9567051,175717
16190,9567673,90079
16191,9567714,19818
16192,9567740,73296
16193,9567776,20360
16194,9568043,48005
16195,9569798,179018
16196,9569932,56698
16197,9569970,94707
16198,9570008,73180
16199,9570486,61484
16200,9570838,93273
16201,9570852,93296
16202,9571296,41411
16203,9571301,41636
16204,9571612,34931
16205,9572185,9182
16206,9573684,47962
16207,9573751,181458
16208,9573816,28351
16209,9574107,18720
16210,9574121,95712
16211,9574171,28389
16212,9574200,28202
16213,9574236,181325
16214,9574444,93217
16215,9574846,55256
16216,9574858,72871
16217,9574860,69990
16218,9575163,63301
16219,9575228,63301
16220,9575541,157755
16221,9576260,81601
16222,9576820,18045
16223,9577068,74554
16224,9577123,74565
16225,9577446,58551
16226,9578684,181434
16227,9578799,56670
16228,9579793,179276
16229,9580376,179078
16230,9582453,82158
16231,9582532,81868
16232,9583615,56873
16233,9583639,56874
16234,9583756,80416
16235,9584188,32573
16236,9584190,32323
16237,9584231,32503
16238,9584499,76064
16239,9584592,81582
16240,9585314,57000
16241,9585326,56705
16242,9585572,177775
16243,9586629,81276
16244,9586904,14006
16245,9588081,96980
16246,9588598,56811
16247,9588603,92737
16248,9589138,82113
16249,9590838,181338
16250,9590931,16110
16251,9590981,81630
16252,9591143,84075
16253,9591167,83987
16254,9591507,75784
16255,9591600,95692
16256,9591686,81874
16257,9591806,82000
16258,9591832,81707
16259,9592173,81507
16260,9592848,48312
16261,9592898,23186
16262,9593048,81326
16263,9593220,205938
16264,9593244,15025
16265,9593361,55831
16266,9593397,15016
16267,9593787,81877
16268,9593816,81822
16269,9593854,50827
16270,9594303,8557
16271,9594365,12317
16272,9594626,56546
16273,9594664,115594
16274,9594925,81963
16275,9595204,36787
16276,9595876,81147
16277,9595943,56781
16278,9595979,37003
16279,9597094,81615
16280,9597654,33649
16281,9597800,81393
16282,9598323,95737
16283,9598335,95731
16284,9599080,82165
16285,9599145,98697
16286,9599157,98697
16287,9599195,98704
16288,9601326,13104
16289,9601728,81438
16290,9602394,82169
16291,9602916,299991
16292,9602928,299991
16293,9603063,57970
16294,9603192,320805
16295,9603439,208025
16296,9603697,56731
16297,9603790,50792
16298,9604172,103668
16299,9604732,28240
16300,9604744,28238
16301,9605009,181422
16302,9605255,112434
16303,9605982,37114
16304,9606027,37085
16305,9606053,36824
16306,9606534,29118
16307,9606792,56760
16308,9606807,56851
16309,9606871,31963
16310,9607112,81682
16311,9607447,34274
16312,9609536,77230
16313,9609811,56582
16314,9609823,56582
16315,9609847,35212
16316,9609914,50471
16317,9610119,81383
16318,9610614,8062
16319,9610808,118316
16320,9611890,82084
16321,9612296,36546
16322,9612375,33847
16323,9612870,94600
16324,9612882,94374
16325,9613018,142035
16326,9613094,179910
16327,9613329,57440
16328,9613446,56588
16329,9614050,322861
16330,9614062,109533
16331,9614907,181408
16332,9614983,61422
16333,9615080,28396
16334,9615561,56970
16335,9615731,58613
16336,9616606,29084
16337,9616838,50741
16338,9616840,50728
16339,9616955,7431
16340,9617997,75051
16341,9618599,62189
16342,9618678,81805
16343,9619555,177935
16344,9619737,37094
16345,9619787,82624
16346,9620164,57200
16347,9621003,37113
16348,9621182,33694
16349,9621259,174707
16350,9621704,13174
16351,9623752,81944
16352,9623829,74933
16353,9623855,55937
16354,9624237,18878
16355,9624378,61465
16356,9624639,61444
16357,9624665,81512
16358,9626168,11183
16359,9626675,75398
16360,9626716,12503
16361,9626974,56512
16362,9627069,81403
16363,9628001,144159
16364,9628570,37744
16365,9629483,51545
16366,9629677,33752
16367,9629691,49995
16368,9629988,57888
16369,9630365,115177
16370,9630377,115304
16371,9630391,115260
16372,9631462,58689
16373,9631929,7632
16374,9632985,61457
16375,9633202,38218
16376,9633214,181279
16377,9633458,149999
16378,9635779,49999
16379,9636395,37059
16380,9636436,56074
16381,9637791,180355
16382,9638408,35439
16383,9638525,95105
16384,9638551,74673
16385,9639517,205170
16386,9639567,81504
16387,9639751,35200
16388,9639907,56589
16389,9640061,38037
16390,9641704,74930
16391,9642045,32352
16392,9642198,61455
16393,9642227,61446
16394,9642356,75009
16395,9642514,76132
16396,9643958,38215
16397,9644512,56052
16398,9644536,77288
16399,9646429,38338
16400,9646455,12645
16401,9648855,57981
16402,9648879,55782
16403,9648893,206030
16404,9650145,58635
16405,9650779,181387
16406,9651553,81545
16407,9652507,82908
16408,9652571,82293
16409,9653185,63477
16410,9656084,64689
16411,9656747,55047
16412,9657040,49999
16413,9657856,39090
16414,9658977,55178
16415,9659139,28590
16416,9659842,95766
16417,9660279,32484
16418,9660360,72412
16419,9660578,81712
16420,9661091,76202
16421,9661223,87150
16422,9663116,63273
16423,9663233,63672
16424,9663271,37503
16425,9663336,76360
16426,9663348,76433
16427,9664926,8556
16428,9664964,76102
16429,9665554,63500
16430,9665669,65099
16431,9665932,82937
16432,9666974,26120
16433,9667095,81594
16434,9668348,181380
16435,9669378,62985
16436,9669392,63023
16437,9670224,72148
16438,9672040,63155
16439,9674842,53781
16440,9675274,82063
16441,9675705,28384
16442,9676606,38300
16443,9678795,206118
16444,9680243,36612
16445,9681211,308079
16446,9682239,49999
16447,9682320,49715
16448,9682332,49746
16449,9682447,54354
16450,9682459,49126
16451,9683037,109483
16452,9683271,180958
16453,9683685,319547
16454,9685396,152208
16455,9685633,57501
16456,9686716,49990
16457,9686742,49990
16458,9688415,49999
16459,9688647,62657
16460,9689926,54336
16461,9690535,20941
16462,9691395,76833
16463,9691943,207562
16464,9692557,9480
16465,9692698,61090
16466,9693422,82086
16467,9693812,49708
16468,9695157,184320
16469,9696096,179428
16470,9696515,63158
16471,9696527,63167
16472,9697234,49999
16473,9697325,12550
16474,9697337,12161
16475,9697428,116851
16476,9697959,78020
16477,9698202,37877
16478,9698226,84849
16479,9698252,65165
16480,9698771,310421
16481,9698977,181060
16482,9700055,63514
16483,9700122,63616
16484,9700213,50104
16485,9700225,49999
16486,9700861,63350
16487,9701009,37715
16488,9701217,95194
16489,9701372,63731
16490,9702015,54501
16491,9702778,81922
16492,9703007,54561
16493,9703019,54561
16494,9704647,145560
16495,9704843,63241
16496,9704960,109542
16497,9705055,112063
16498,9705316,61115
16499,9705354,81732
16500,9705641,95452
16501,9706396,318598
16502,9707584,63331
16503,9707699,63997
16504,9707833,37790
16505,9708239,49949
16506,9708265,28180
16507,9708526,318866
16508,9708904,57803
16509,9708978,64012
16510,9709087,299320
16511,9710892,61122
16512,9711444,61622
16513,9711913,33375
16514,9712151,62235
16515,9712307,49757
16516,9712321,49667
16517,9712620,33364
16518,9712888,61450
16519,9712943,61408
16520,9712979,60417
16521,9713064,209113
16522,9713167,34534
16523,9713208,34534
16524,9713222,34512
16525,9713416,61208
16526,9713478,61330
16527,9713480,61268
16528,9713648,8982
16529,9713923,95591
16530,9714276,84333
16531,9714355,179505
16532,9715488,181056
16533,9717981,81212
16534,9718208,180025
16535,9718375,207986
16536,9718583,63476
16537,9718791,45923
16538,9718818,45923
16539,9718832,49734
16540,9719264,32821
16541,9719276,29664
16542,9719290,29590
16543,9719331,38896
16544,9719355,38868
16545,9719381,38859
16546,9719537,81253
16547,9720079,61026
16548,9720328,63526
16549,9721023,179167
16550,9721035,179179
16551,9722053,63277
16552,9722792,54509
16553,9723045,63127
16554,9723100,299999
16555,9723631,81210
16556,9723679,55133
16557,9723942,37896
16558,9723954,37983
16559,9725457,60456
16560,9725548,58099
16561,9725706,116851
16562,9726114,54595
16563,9726774,182571
16564,9726798,300660
16565,9726841,16181
16566,9727209,308085
16567,9727417,61299
16568,9728162,57859
16569,9728409,34398
16570,9728485,34370
16571,9728655,63377
16572,9728667,63411
16573,9729087,109903
16574,9729166,179405
16575,9730397,180683
16576,9730816,81301
16577,9731365,61580
16578,9731614,208942
16579,9731896,63508
16580,9732515,54415
16581,9732979,49999
16582,9733325,54520
16583,9733557,8983
16584,9734513,54505
16585,9735036,54647
16586,9735593,74634
16587,9736092,88676
16588,9736341,80909
16589,9736664,66585
16590,9737046,37705
16591,9737084,59914
16592,9737096,79945
16593,9737606,81966
16594,9738038,82068
16595,9738052,82099
16596,9738492,63464
16597,9738521,63498
16598,9738777,21155
16599,9738844,181050
16600,9738923,61315
16601,9738959,61263
16602,9739082,35480
16603,9740081,63547
16604,9740093,63525
16605,9740146,63554
16606,9742053,22421
16607,9742390,16963
16608,9742455,45224
16609,9743239,63229
16610,9743289,180882
16611,9744063,63297
16612,9744075,63339
16613,9744520,63371
16614,9744960,20918
16615,9745598,58068
16616,9746798,63403
16617,9747144,37372
16618,9747326,49999
16619,9747405,60446
16620,9747754,85025
16621,9747869,181074
16622,9748019,20853
16623,9748215,28637
16624,9748423,61301
16625,9748461,61298
16626,9749403,33428
16627,9749441,35103
16628,9749453,35058
16629,9749726,66637
16630,9749910,81625
16631,9751511,13332
16632,9752383,81011
16633,9753351,180668
16634,9753648,13204
16635,9753703,49478
16636,9754824,54675
16637,9755701,38561
16638,9756224,207721
16639,9756925,81115
16640,9757175,207986
16641,9757539,33297
16642,9758363,57809
16643,9758480,81824
16644,9758868,61242
16645,9758961,12242
16646,9760512,12200
16647,9760524,12200
16648,9760550,25086
16649,9761231,39388
16650,9761346,156458
16651,9761700,38255
16652,9761841,98344
16653,9761853,98344
16654,9762376,63505
16655,9762596,81835
16656,9763887,61447
16657,9765718,81067
16658,9766346,37163
16659,9766944,82198
16660,9767089,182342
16661,9767106,9509
16662,9767534,63520
16663,9767584,61254
16664,9770646,300837
16665,9771092,62487
16666,9771341,299441
16667,9772046,74439
16668,9774135,82137
16669,9774458,60279
16670,9775165,37655
16671,9776559,319398
16672,9777395,24760
16673,9777656,7008
16674,9777670,7005
16675,9778856,13937
16676,9779020,38592
16677,9779381,156458
16678,9780134,80962
16679,9780976,57819
16680,9781011,81795
16681,9781023,81765
16682,9781918,91546
16683,9782182,81718
16684,9782314,63476
16685,9782338,63498
16686,9783382,72712
16687,9783394,72780
16688,9783681,298794
16689,9783722,299227
16690,9783930,108560
16691,9783942,108411
16692,9784374,81895
16693,9785354,84850
16694,9785366,84850
16695,9785718,49990
16696,9785770,146423
16697,9785988,81982
16698,9787340,28482
16699,9787974,55472
16700,9788320,303121
16701,9788497,50105
16702,9788588,49996
16703,9789257,49951
16704,9789726,28585
16705,9790646,35155
16706,9790921,63511
16707,9790933,63482
16708,9790971,158167
16709,9791860,74999
16710,9791884,37528
16711,9791963,37501
16712,9791987,63467
16713,9791999,63396
16714,9792010,26077
16715,9792034,60293
16716,9792199,73937
16717,9792747,53928
16718,9793234,50591
16719,9793741,302650
16720,9793753,159221
16721,9793856,38867
16722,9793868,38919
16723,9793870,38927
16724,9794288,54365
16725,9794484,38545
16726,9795244,7191
16727,9795672,55115
16728,9796535,34442
16729,9796872,319398
16730,9797694,61245
16731,9797723,49999
16732,9798844,80979
16733,9799123,311003
16734,9799135,310970
16735,9799197,307569
16736,9799379,51312
16737,9799628,60388
16738,9799707,55946
16739,9799721,82008
16740,9799800,62623
16741,9800116,16258
16742,9801689,12000
16743,9801706,63878
16744,9802384,11963
16745,9804277,318737
16746,9805752,62472
16747,9806299,37739
16748,9806342,37732
16749,9808168,112684
16750,9811529,62587
16751,9812482,61310
16752,9813072,1800
16753,9814155,49929
16754,9814167,49927
16755,9820283,49988
16756,9820295,49973
16757,9820300,50100
16758,9820879,182930
16759,9820958,63406
16760,9822061,1100
16761,9824980,62353
16762,9824992,62372
16763,9825805,1162
16764,9825817,1162
16765,9826110,319191
16766,9826483,60407
16767,9827059,50550
16768,9828962,311798
16769,9829071,7899
16770,9829370,299546
16771,9829497,47499
16772,9830056,81618
16773,9830068,81574
16774,9830252,50550
16775,9832664,63512
16776,9832913,180885
16777,9833541,47499
16778,9833553,47499
16779,9834387,81257
16780,9834868,49910
16781,9836036,49999
16782,9836452,49999
16783,9837925,800
16784,9838230,99997
16785,9839064,63466
16786,9841897,82043
16787,9842061,150893
16788,9842085,150893
16789,9842102,150893
16790,9845257,81146
16791,9845972,38524
16792,9847425,50513
16793,9847451,49910
16794,9848998,81284
16795,9849033,49901
16796,9851581,7275
16797,9852755,63520
16798,9852810,81603
16799,9855642,81800
16800,7108930,5656
16801,7211074,965
16802,7218395,5956
16803,7527887,3034
16804,7531357,10900
16805,7531369,8140
16806,7619458,7150
16807,7802122,11267
16808,7822457,5168
16809,7915096,5694
16810,7915412,74423
16811,7926148,75569
16812,8000214,2952
16813,8013132,4374
16814,8026907,30451
16815,8130681,44993
16816,8202355,12577
16817,8202367,12527
16818,8202381,12562
16819,8215780,11750
16820,8226739,13223
16821,8311912,8005
16822,8312590,12466
16823,8408650,8881
16824,8418253,8863
16825,8418746,26264
16826,8420426,3969
16827,8502092,7049
16828,8506294,5500
16829,8516835,10096
16830,8603377,7075
16831,8617940,53818
16832,8700230,12838
16833,8701935,11715
16834,8709640,25904
16835,8710340,8800
16836,8710871,3523
16837,8711306,7346
16838,8713562,12519
16839,8806204,8642
16840,8813594,10713
16841,8816156,12714
16842,8816168,12714
16843,8816170,12714
16844,8820016,25275
16845,8913514,17435
16846,8917778,44541
16847,8918215,42276
16848,8918631,9891
16849,8918942,53000
16850,9000699,3463
16851,9002544,46826
16852,9004217,12835
16853,9004475,9500
16854,9007764,7000
16855,9007817,31829
16856,9031686,7330
16857,9034729,23276
16858,9038335,13981
16859,9038945,11793
16860,9040118,6758
16861,9041540,7368
16862,9043756,56152
16863,9045613,8861
16864,9046356,2417
16865,9046368,2402
16866,9047271,8041
16867,9047491,37221
16868,9048471,8924
16869,9050137,6260
16870,9051818,15194
16871,9062960,45530
16872,9062984,30328
16873,9064267,25431
16874,9064396,28550
16875,9064401,28550
16876,9065443,43605
16877,9066760,37055
16878,9073062,43600
16879,9074420,31206
16880,9077082,55531
16881,9078282,8032
16882,9078842,15507
16883,9081679,11070
16884,9082881,75460
16885,9086318,26467
16886,9086538,30812
16887,9087025,37449
16888,9102928,17460
16889,9104586,45455
16890,9105114,46144
16891,9107679,45496
16892,9107887,90456
16893,9114244,37446
16894,9114543,28458
16895,9114608,148435
16896,9116527,16265
16897,9116591,63388
16898,9116606,63388
16899,9118238,17386
16900,9118678,72873
16901,9119086,23581
16902,9119402,5758
16903,9119995,46678
16904,9120217,5970
16905,9120334,66187
16906,9124782,28665
16907,9128104,27365
16908,9129029,46841
16909,9130937,27965
16910,9131096,7246
16911,9134139,7223
16912,9135547,30553
16913,9136228,13248
16914,9136955,45674
16915,9138109,70037
16916,9138678,24112
16917,9140360,48817
16918,9142162,55515
16919,9143219,37369
16920,9143506,7237
16921,9149225,47431
16922,9149378,48227
16923,9150810,14726
16924,9150822,14726
16925,9153549,15522
16926,9154220,34051
16927,9155315,27407
16928,9159050,26516
16929,9159426,48225
16930,9159440,24132
16931,9162215,88669
16932,9162394,9518
16933,9162916,47198
16934,9163984,16727
16935,9165516,172510
16936,9166314,12712
16937,9167148,34987
16938,9168491,45713
16939,9168922,126183
16940,9172478,15058
16941,9172480,15000
16942,9172636,49609
16943,9174634,73018
16944,9175078,157327
16945,9175195,6620
16946,9175535,22377
16947,9175925,14101
16948,9176747,73035
16949,9178044,47165
16950,9179660,1200
16951,9179816,33843
16952,9180164,306307
16953,9182069,45908
16954,9182306,298677
16955,9183776,50259
16956,9183817,21822
16957,9184225,7400
16958,9185499,48309
16959,9185748,72465
16960,9186704,13190
16961,9187289,172036
16962,9187904,22171
16963,9187954,28599
16964,9188099,126873
16965,9188623,49361
16966,9189665,31857
16967,9193202,72600
16968,9193719,29337
16969,9194139,99123
16970,9194878,33709
16971,9194995,150183
16972,9198240,172498
16973,9198290,46408
16974,9198771,74999
16975,9201695,170780
16976,9202041,20144
16977,9202118,46681
16978,9203605,5618
16979,9203772,159165
16980,9203784,160373
16981,9204714,8469
16982,9205976,16750
16983,9205988,16733
16984,9206023,15127
16985,9206059,9709
16986,9206061,9709
16987,9207326,74461
16988,9207754,17361
16989,9208069,147080
16990,9208473,35820
16991,9210139,4700
16992,9210268,7643
16993,9212242,75011
16994,9213088,16612
16995,9213387,75245
16996,9213571,67557
16997,9213583,67564
16998,9213961,7458
16999,9214525,25850
17000,9214537,28075
17001,9214850,46743
17002,9215036,150678
17003,9215050,109326
17004,9215086,35769
17005,9215098,45999
17006,9216212,74086
17007,9216298,79885
17008,9216303,79822
17009,9216468,73193
17010,9216822,52402
17011,9217759,172572
17012,9218301,31877
17013,9218313,33048
17014,9218856,75214
17015,9220316,33937
17016,9220471,46513
17017,9220483,46509
17018,9221281,10965
17019,9221360,28685
17020,9221657,68467
17021,9221669,11921
17022,9221671,47052
17023,9221877,74362
17024,9222649,47087
17025,9223320,76318
17026,9223552,50296
17027,9223722,45290
17028,9224099,25369
17029,9224439,159168
17030,9224659,50296
17031,9224738,172319
17032,9224879,171381
17033,9225328,36032
17034,9225433,29098
17035,9225512,28520
17036,9225782,30450
17037,9225809,164218
17038,9226748,51557
17039,9226970,98893
17040,9227508,9616
17041,9227510,9616
17042,9227778,69207
17043,9228150,50913
17044,9228253,6634
17045,9228265,30778
17046,9230012,16225
17047,9230141,73180
17048,9230517,159453
17049,9230969,298330
17050,9231236,68025
17051,9231250,67935
17052,9231705,26200
17053,9232060,169770
17054,9232163,53806
17055,9232187,53806
17056,9233301,76421
17057,9233428,51008
17058,9233739,309287
17059,9233791,309449
17060,9233832,50813
17061,9233844,50841
17062,9234587,46764
17063,9234599,46733
17064,9236054,20601
17065,9236353,165293
17066,9236444,23063
17067,9236511,35766
17068,9236743,39551
17069,9237620,318778
17070,9238272,49999
17071,9238571,172569
17072,9238789,50843
17073,9239654,40232
17074,9239848,150103
17075,9240419,54999
17076,9240720,37113
17077,9240794,50363
17078,9240811,52514
17079,9241114,319175
17080,9241267,79822
17081,9241281,75898
17082,9241475,33767
17083,9241669,185909
17084,9241683,149991
17085,9242156,46001
17086,9242211,104707
17087,9243473,17866
17088,9243497,29756
17089,9244087,20001
17090,9244817,75926
17091,9244908,52475
17092,9244946,81049
17093,9245067,28488
17094,9245794,298330
17095,9246475,46211
17096,9246542,11424
17097,9246695,41801
17098,9247560,67170
17099,9248148,67979
17100,9248461,24404
17101,9250983,74453
17102,9251080,32744
17103,9251121,6621
17104,9251286,40231
17105,9251456,38875
17106,9251896,46764
17107,9251999,105450
17108,9252187,70392
17109,9252292,34558
17110,9252436,47136
17111,9252541,85832
17112,9253193,77195
17113,9253313,105666
17114,9253806,74222
17115,9254111,74269
17116,9254264,6742
17117,9254460,52464
17118,9254680,176298
17119,9254719,75735
17120,9254836,50399
17121,9255593,75162
17122,9255945,72736
17123,9256298,38877
17124,9256353,28470
17125,9256468,104864
17126,9256638,70362
17127,9256901,47842
17128,9257022,105745
17129,9257137,158553
17130,9257993,115707
17131,9258002,115727
17132,9258155,20491
17133,9258325,28186
17134,9258363,45770
17135,9259173,107132
17136,9259264,47094
17137,9259721,159149
17138,9260043,37330
17139,9260304,28461
17140,9260419,109000
17141,9261396,37248
17142,9261798,75007
17143,9262209,79633
17144,9262211,79566
17145,9262223,79591
17146,9262235,79541
17147,9262572,35015
17148,9262584,27186
17149,9262730,184872
17150,9262766,300727
17151,9262819,12791
17152,9262883,8372
17153,9262986,32700
17154,9263241,45546
17155,9263760,28473
17156,9263772,28484
17157,9267077,33527
17158,9267089,31894
17159,9267132,71864
17160,9267405,53553
17161,9267431,53514
17162,9267857,12260
17163,9270907,32729
17164,9271377,105985
17165,9271951,45840
17166,9272943,76602
17167,9273624,46205
17168,9274082,40058
17169,9274305,25261
17170,9274628,37188
17171,9274915,52571
17172,9275311,48821
17173,9275751,70312
17174,9277412,8695
17175,9277747,74999
17176,9277761,74999
17177,9278167,31818
17178,9278519,45967
17179,9278739,33773
17180,9278818,55557
17181,9279379,50341
17182,9281011,115048
17183,9281425,74999
17184,9281554,45557
17185,9281827,77834
17186,9282986,37106
17187,9283631,74444
17188,9283849,28388
17189,9284142,33812
17190,9284659,175085
17191,9284817,50379
17192,9284855,76284
17193,9285562,77598
17194,9285653,93643
17195,9285706,46803
17196,9285756,46803
17197,9286451,10126
17198,9286578,82849
17199,9286657,149993
17200,9286803,171681
17201,9287429,28428
17202,9287962,53299
17203,9288928,40327
17204,9289477,320051
17205,9289520,53106
17206,9290555,109835
17207,9290567,110860
17208,9290696,77834
17209,9290701,77834
17210,9290854,56034
17211,9291274,242669
17212,9292151,67679
17213,9292175,65038
17214,9292187,318669
17215,9292230,65002
17216,9292448,17145
17217,9292759,29191
17218,9293507,158280
17219,9293818,106957
17220,9293868,29678
17221,9294197,52050
17222,9294472,76801
17223,9294616,12842
17224,9296157,50351
17225,9296585,45896
17226,9297228,3450
17227,9297474,67222
17228,9297852,52828
17229,9298296,73911
17230,9298519,52292
17231,9298662,74999
17232,9298739,37515
17233,9299654,114004
17234,9300166,24069
17235,9300207,32564
17236,9300362,173587
17237,9300374,173764
17238,9300398,78268
17239,9300518,55924
17240,9300570,177022
17241,9300867,30548
17242,9300879,19946
17243,9301067,176279
17244,9301782,50819
17245,9301902,51371
17246,9302097,71291
17247,9302475,27112
17248,9302657,37255
17249,9302669,37217
17250,9302762,76596
17251,9302839,56056
17252,9302865,45718
17253,9303053,55725
17254,9303388,32642
17255,9303390,32610
17256,9303431,32328
17257,9303522,113889
17258,9303534,113889
17259,9303601,33540
17260,9303651,19997
17261,9303833,177106
17262,9303869,46412
17263,9304071,77053
17264,9304095,55309
17265,9304265,76728
17266,9304540,177656
17267,9304590,49999
17268,9305489,101491
17269,9305491,101496
17270,9305506,100680
17271,9305570,107526
17272,9306483,33900
17273,9306548,53151
17274,9306550,113889
17275,9307059,72968
17276,9307580,53113
17277,9307657,73600
17278,9307736,54490
17279,9308182,38617
17280,9308223,46843
17281,9308429,37883
17282,9308766,12887
17283,9309007,72247
17284,9310135,176925
17285,9310161,45744
17286,9310410,76598
17287,9310812,46846
17288,9310848,74993
17289,9311036,53712
17290,9311476,177536
17291,9312315,28432
17292,9312327,28510
17293,9312339,28433
17294,9312511,307284
17295,9313149,309985
17296,9313486,105804
17297,9313761,45737
17298,9314090,180310
17299,9314985,39418
17300,9315056,51182
17301,9315159,317713
17302,9315707,85214
17303,9315915,53644
17304,9316062,76863
17305,9316189,55621
17306,9316191,55566
17307,9317004,76343
17308,9317963,65890
17309,9318060,103371
17310,9318101,101477
17311,9318931,7993
17312,9320013,33742
17313,9320233,115700
17314,9320312,30611
17315,9321665,83407
17316,9322774,53459
17317,9322865,12697
17318,9323675,85224
17319,9323780,8546
17320,9324239,74143
17321,9324629,52346
17322,9325063,76629
17323,9325300,207826
17324,9325427,12828
17325,9325764,12991
17326,9326160,77283
17327,9326275,82489
17328,9328170,113849
17329,9329459,174272
17330,9330678,53414
17331,9330745,77163
17332,9331220,56026
17333,9331464,177243
17334,9332224,76499
17335,9333228,19734
17336,9334674,113478
17337,9334715,31992
17338,9335094,46891
17339,9335109,46894
17340,9336000,76948
17341,9336402,105850
17342,9336490,74999
17343,9336581,75395
17344,9336608,75356
17345,9336828,50223
17346,9337157,297538
17347,9337456,103614
17348,9337597,23693
17349,9338084,39276
17350,9338539,32119
17351,9338876,15013
17352,9339325,115831
17353,9339442,56056
17354,9339650,34671
17355,9339959,55975
17356,9340350,13006
17357,9340702,19959
17358,9340714,177932
17359,9341794,20200
17360,9342877,76608
17361,9342906,20141
17362,9343716,103760
17363,9343742,12306
17364,9343754,12306
17365,9344631,28142
17366,9344954,23482
17367,9345611,176862
17368,9345764,171680
17369,9345984,42019
17370,9346079,45990
17371,9347255,28156
17372,9347267,28196
17373,9347425,80855
17374,9347437,80855
17375,9347449,80855
17376,9348089,80115
17377,9348091,80225
